method,latency_us
sleep_for,1.000000
sleep_for,2.028569
sleep_for,2.538890
sleep_for,3.854415
sleep_for,12.619627
sleep_for,2.125886
sleep_for,2.130532
sleep_for,6.687545
sleep_for,3.009389
sleep_for,1.271912
sleep_for,3.011412
sleep_for,1.000000
sleep_for,1.000000
sleep_for,3.449440
sleep_for,2.714381
sleep_for,12.316464
sleep_for,2.250173
sleep_for,4.344512
sleep_for,5.001954
sleep_for,1.000000
sleep_for,5.446341
sleep_for,1.000000
sleep_for,16.229991
sleep_for,1.000000
sleep_for,2.677506
sleep_for,1.000000
sleep_for,28.840408
sleep_for,3.487734
sleep_for,4.524097
sleep_for,1.000000
sleep_for,6.930681
sleep_for,1.178014
sleep_for,11.416574
sleep_for,1.147944
sleep_for,1.057852
sleep_for,1.000000
sleep_for,3.193929
sleep_for,4.160221
sleep_for,1.000000
sleep_for,7.470013
sleep_for,3.019173
sleep_for,3.715788
sleep_for,2.905907
sleep_for,2.560491
sleep_for,4.100817
sleep_for,1.000000
sleep_for,1.004025
sleep_for,9.894747
sleep_for,14.604559
sleep_for,2.336511
sleep_for,1.578657
sleep_for,5.164116
sleep_for,2.627448
sleep_for,1.000000
sleep_for,1.000000
sleep_for,6.293416
sleep_for,5.378249
sleep_for,1.000000
sleep_for,1.254965
sleep_for,1.313808
sleep_for,5.572074
sleep_for,1.000000
sleep_for,1.000000
sleep_for,8.045092
sleep_for,1.000000
sleep_for,5.288495
sleep_for,1.360243
sleep_for,1.000000
sleep_for,1.393098
sleep_for,6.405474
sleep_for,9.679182
sleep_for,8.866255
sleep_for,2.530712
sleep_for,5.514384
sleep_for,1.146967
sleep_for,1.734668
sleep_for,11.332993
sleep_for,1.000000
sleep_for,1.000000
sleep_for,1.165251
sleep_for,1.000000
sleep_for,1.001015
sleep_for,4.373844
sleep_for,2.735932
sleep_for,11.159315
sleep_for,8.503480
sleep_for,2.091364
sleep_for,1.501631
sleep_for,2.387699
sleep_for,4.461589
sleep_for,1.560309
sleep_for,4.892811
sleep_for,2.633180
sleep_for,4.015337
sleep_for,2.864627
sleep_for,1.744000
sleep_for,14.826336
sleep_for,7.211273
sleep_for,1.000000
sleep_for,10.142525
sleep_for,3.341602
sleep_for,11.247697
sleep_for,8.043572
sleep_for,2.768783
sleep_for,1.000000
sleep_for,1.564503
sleep_for,3.900439
sleep_for,5.018487
sleep_for,1.491273
sleep_for,1.000000
sleep_for,9.006935
sleep_for,20.803121
sleep_for,3.729473
sleep_for,1.000000
sleep_for,1.589382
sleep_for,1.000000
sleep_for,12.284443
sleep_for,1.000000
sleep_for,4.296203
sleep_for,1.601407
sleep_for,4.039178
sleep_for,5.269443
sleep_for,8.852196
sleep_for,1.156013
sleep_for,1.000000
sleep_for,1.000000
sleep_for,11.513858
sleep_for,10.353007
sleep_for,4.549222
sleep_for,4.587919
sleep_for,5.468671
sleep_for,1.000000
sleep_for,12.291048
sleep_for,2.713048
sleep_for,2.415554
sleep_for,3.658585
sleep_for,1.000000
sleep_for,1.000000
sleep_for,6.697695
sleep_for,1.000000
sleep_for,4.621011
sleep_for,1.407500
sleep_for,2.465711
sleep_for,1.703261
sleep_for,2.197742
sleep_for,6.347820
sleep_for,1.762858
sleep_for,4.178218
sleep_for,3.231799
sleep_for,5.448330
sleep_for,13.809608
sleep_for,6.594526
sleep_for,1.209978
sleep_for,1.000000
sleep_for,1.520847
sleep_for,4.520303
sleep_for,1.000000
sleep_for,3.429530
sleep_for,4.542144
sleep_for,2.034159
sleep_for,7.368250
sleep_for,1.000000
sleep_for,1.000000
sleep_for,6.513237
sleep_for,3.420851
sleep_for,5.830213
sleep_for,2.853120
sleep_for,1.414481
sleep_for,8.549118
sleep_for,8.032608
sleep_for,5.932244
sleep_for,1.588268
sleep_for,4.460804
sleep_for,2.239050
sleep_for,1.000000
sleep_for,12.463499
sleep_for,1.000000
sleep_for,15.002453
sleep_for,2.953005
sleep_for,1.023651
sleep_for,3.903349
sleep_for,10.315709
sleep_for,6.588039
sleep_for,8.213969
sleep_for,5.376189
sleep_for,5.892769
sleep_for,9.458860
sleep_for,1.436198
sleep_for,3.361088
sleep_for,1.250066
sleep_for,21.977792
sleep_for,14.417319
sleep_for,1.000000
sleep_for,6.113658
sleep_for,12.967918
sleep_for,1.000000
sleep_for,4.196015
sleep_for,12.354326
sleep_for,1.000000
sleep_for,5.977052
sleep_for,1.764475
sleep_for,12.911243
sleep_for,17.712350
sleep_for,14.435868
sleep_for,3.214307
sleep_for,9.904054
sleep_for,9.307136
sleep_for,1.921703
sleep_for,8.827988
sleep_for,1.000000
sleep_for,4.535043
sleep_for,1.306881
sleep_for,1.000000
sleep_for,1.000000
sleep_for,5.958390
sleep_for,2.076630
sleep_for,6.450682
sleep_for,1.000000
sleep_for,1.893802
sleep_for,3.877118
sleep_for,7.820487
sleep_for,1.919148
sleep_for,4.916045
sleep_for,10.856808
sleep_for,4.783783
sleep_for,1.326078
sleep_for,1.000000
sleep_for,10.204908
sleep_for,1.000000
sleep_for,10.385289
sleep_for,3.763819
sleep_for,13.989959
sleep_for,8.016863
sleep_for,30.910972
sleep_for,2.159393
sleep_for,7.287626
sleep_for,2.570245
sleep_for,3.268437
sleep_for,4.937665
sleep_for,10.344570
sleep_for,20.701985
sleep_for,7.310986
sleep_for,2.704421
sleep_for,2.735348
sleep_for,6.689089
sleep_for,1.364146
sleep_for,1.000000
sleep_for,2.189597
sleep_for,1.693046
sleep_for,1.757073
sleep_for,1.330306
sleep_for,1.000000
sleep_for,1.000000
sleep_for,21.999890
sleep_for,2.791099
sleep_for,2.425194
sleep_for,5.691663
sleep_for,1.231126
sleep_for,14.974781
sleep_for,7.716964
sleep_for,1.000000
sleep_for,2.702824
sleep_for,10.564715
sleep_for,14.477808
sleep_for,3.149937
sleep_for,4.751971
sleep_for,1.000000
sleep_for,23.647223
sleep_for,1.317691
sleep_for,14.300047
sleep_for,5.244065
sleep_for,4.679111
sleep_for,3.594259
sleep_for,1.311175
sleep_for,1.000000
sleep_for,1.245424
sleep_for,1.031667
sleep_for,7.561204
sleep_for,2.154878
sleep_for,1.000000
sleep_for,17.385421
sleep_for,10.761605
sleep_for,13.138273
sleep_for,26.400249
sleep_for,1.000000
sleep_for,2.522909
sleep_for,7.099017
sleep_for,5.953977
sleep_for,1.000000
sleep_for,8.459565
sleep_for,1.270853
sleep_for,1.266839
sleep_for,3.849865
sleep_for,4.493973
sleep_for,4.338529
sleep_for,1.000000
sleep_for,10.496624
sleep_for,1.543507
sleep_for,1.000000
sleep_for,10.979790
sleep_for,15.578382
sleep_for,9.907134
sleep_for,8.290937
sleep_for,5.324563
sleep_for,4.002074
sleep_for,1.000000
sleep_for,2.625072
sleep_for,2.331560
sleep_for,1.503862
sleep_for,6.426278
sleep_for,3.424662
sleep_for,1.000000
sleep_for,1.243481
sleep_for,5.748351
sleep_for,1.000000
sleep_for,9.525993
sleep_for,3.417435
sleep_for,3.275276
sleep_for,4.487440
sleep_for,8.705740
sleep_for,2.137091
sleep_for,5.666269
sleep_for,4.170467
sleep_for,1.553241
sleep_for,10.544557
sleep_for,7.983251
sleep_for,5.371333
sleep_for,9.505029
sleep_for,10.098103
sleep_for,6.161227
sleep_for,9.070434
sleep_for,5.977898
sleep_for,5.699371
sleep_for,4.819682
sleep_for,6.986102
sleep_for,1.000000
sleep_for,10.637732
sleep_for,10.272517
sleep_for,1.000000
sleep_for,8.738237
sleep_for,1.000000
sleep_for,2.040735
sleep_for,6.803294
sleep_for,1.000000
sleep_for,8.517837
sleep_for,8.922951
sleep_for,3.540977
sleep_for,1.000000
sleep_for,1.691637
sleep_for,4.797647
sleep_for,19.865817
sleep_for,4.995829
sleep_for,1.504198
sleep_for,5.025688
sleep_for,3.882485
sleep_for,7.567126
sleep_for,1.000000
sleep_for,7.157042
sleep_for,3.896430
sleep_for,16.483106
sleep_for,2.091780
sleep_for,5.006818
sleep_for,13.443305
sleep_for,1.000000
sleep_for,13.841270
sleep_for,5.821929
sleep_for,1.000000
sleep_for,1.790262
sleep_for,6.157955
sleep_for,1.000000
sleep_for,4.363409
sleep_for,2.122346
sleep_for,4.849981
sleep_for,1.000000
sleep_for,10.260564
sleep_for,18.150972
sleep_for,17.349178
sleep_for,6.924513
sleep_for,1.000000
sleep_for,7.099529
sleep_for,1.000000
sleep_for,1.000000
sleep_for,1.954929
sleep_for,3.353438
sleep_for,7.357245
sleep_for,5.748929
sleep_for,2.952075
sleep_for,1.598456
sleep_for,29.257644
sleep_for,2.777209
sleep_for,3.001810
sleep_for,1.000000
sleep_for,7.919084
sleep_for,5.915661
sleep_for,1.247243
sleep_for,1.000000
sleep_for,5.704979
sleep_for,5.313975
sleep_for,1.595929
sleep_for,15.065772
sleep_for,1.000000
sleep_for,2.831117
sleep_for,14.377842
sleep_for,2.721286
sleep_for,5.087825
sleep_for,2.534122
sleep_for,1.602509
sleep_for,20.668853
sleep_for,2.632523
sleep_for,11.226263
sleep_for,1.306529
sleep_for,1.198300
sleep_for,1.000000
sleep_for,5.272979
sleep_for,2.298495
sleep_for,9.988690
sleep_for,3.204766
sleep_for,17.240412
sleep_for,1.026061
sleep_for,10.148428
sleep_for,7.493887
sleep_for,7.368460
sleep_for,9.314663
sleep_for,7.156961
sleep_for,4.920444
sleep_for,1.000000
sleep_for,1.000000
sleep_for,12.681917
sleep_for,4.794038
sleep_for,7.961363
sleep_for,3.284292
sleep_for,1.000000
sleep_for,1.000000
sleep_for,5.784894
sleep_for,2.813279
sleep_for,1.118998
sleep_for,3.382380
sleep_for,1.000000
sleep_for,4.361027
sleep_for,1.566664
sleep_for,7.986536
sleep_for,1.857942
sleep_for,3.036868
sleep_for,1.000000
sleep_for,1.000000
sleep_for,2.491962
sleep_for,3.269044
sleep_for,4.581711
sleep_for,1.724174
sleep_for,5.936921
